label,wrist_x,wrist_y,wrist_z,thumb_x,thumb_y,thumb_z,index_x,index_y,index_z,middle_x,middle_y,middle_z,ring_x,ring_y,ring_z,pinky_x,pinky_y,pinky_z
S,0.6905120611190796,0.5967191457748413,-5.142391046319972e-07,0.612932562828064,0.42859047651290894,-0.03434398025274277,0.5845845341682434,0.47061097621917725,-0.04256970062851906,0.6222455501556396,0.4619264006614685,-0.022294573485851288,0.6618465781211853,0.46168598532676697,-0.00790382083505392,0.6936066746711731,0.44452303647994995,-0.008128847926855087
S,0.7631067633628845,0.4594470262527466,-5.265172831059317e-07,0.699713408946991,0.2670207619667053,-0.035918623208999634,0.6540290713310242,0.3318718671798706,-0.05807751417160034,0.6924796104431152,0.3157770335674286,-0.031167374923825264,0.7328927516937256,0.3170916438102722,-0.01107965037226677,0.769635796546936,0.2983863651752472,-0.014619267545640469
S,0.7571872472763062,0.5188922882080078,-4.292685957807407e-07,0.708635151386261,0.3464164733886719,-0.039279405027627945,0.6683023571968079,0.4010103642940521,-0.05346888303756714,0.7015737295150757,0.38958826661109924,-0.02817573957145214,0.7358027100563049,0.3919123411178589,-0.011822877451777458,0.7668861746788025,0.3774327337741852,-0.013675163500010967
S,0.7673177719116211,0.6604509353637695,-3.7437109767779475e-07,0.7429888844490051,0.49802982807159424,-0.04524886980652809,0.6986751556396484,0.5324440002441406,-0.05261180177330971,0.7296211123466492,0.5265848636627197,-0.032851021736860275,0.7614409327507019,0.5377021431922913,-0.01930948533117771,0.7948865294456482,0.5332678556442261,-0.01641051284968853
S,0.6533762812614441,0.7103522419929504,-3.769834222566715e-07,0.6179645657539368,0.5573152303695679,-0.03896845877170563,0.5790919661521912,0.5838651657104492,-0.04081661254167557,0.6136250495910645,0.5791409015655518,-0.021951451897621155,0.6469947099685669,0.5858292579650879,-0.00930340588092804,0.6785004138946533,0.576660692691803,-0.009462698362767696
S,0.5677293539047241,0.6580151319503784,-3.529817433900462e-07,0.5067076683044434,0.5061386227607727,-0.03152761235833168,0.4876091778278351,0.5461238026618958,-0.02728474885225296,0.5193195343017578,0.535595715045929,-0.013155992142856121,0.5491864085197449,0.5353990793228149,-0.0029374442528933287,0.5787628889083862,0.526951789855957,0.0007400087197311223
S,0.5518430471420288,0.5667988657951355,-4.56708249885196e-07,0.475532203912735,0.3984687626361847,-0.03518645092844963,0.4565989375114441,0.45106953382492065,-0.034451887011528015,0.49138006567955017,0.443287193775177,-0.016901925206184387,0.5249777436256409,0.441513329744339,-0.002421153709292412,0.5518159866333008,0.42456308007240295,-0.0018364271381869912
S,0.5122309327125549,0.537492573261261,-4.542082479019882e-07,0.43420788645744324,0.36735546588897705,-0.0399726927280426,0.419590562582016,0.4225691258907318,-0.03431185334920883,0.4534725546836853,0.41503968834877014,-0.01601061411201954,0.48676028847694397,0.41441985964775085,-0.004124314058572054,0.5125032067298889,0.39746522903442383,-0.0036994940601289272
S,0.6652010083198547,0.428948312997818,-4.735549907763925e-07,0.5987589359283447,0.24737811088562012,-0.034824322909116745,0.5720258951187134,0.30080071091651917,-0.043400414288043976,0.6058632731437683,0.2938326597213745,-0.021568670868873596,0.6403506398200989,0.295739084482193,-0.007431244943290949,0.6720415949821472,0.2754897475242615,-0.007477900478988886
S,0.814277172088623,0.4265674352645874,-5.355196321943367e-07,0.7774776816368103,0.23753447830677032,-0.01635502092540264,0.7310082316398621,0.2793009281158447,-0.03842475265264511,0.7672111988067627,0.2784370481967926,-0.021500857546925545,0.8052058815956116,0.28671514987945557,0.003546080319210887,0.840187668800354,0.27198326587677,-0.0030798004008829594
S,0.777143657207489,0.5124228596687317,-6.796814773224469e-07,0.7238484025001526,0.2585589587688446,-0.043374672532081604,0.6671043634414673,0.32479938864707947,-0.05591632053256035,0.7188555598258972,0.31096702814102173,-0.028873788192868233,0.7714465260505676,0.32507699728012085,-0.006860715802758932,0.8155856728553772,0.3178320825099945,-0.010515104979276657
S,0.7190957069396973,0.5691004991531372,-6.802092684665695e-07,0.6453453302383423,0.299031138420105,-0.052527084946632385,0.5978130102157593,0.37002915143966675,-0.0595017671585083,0.6527906060218811,0.36497050523757935,-0.030353251844644547,0.7028908133506775,0.37332016229629517,-0.007107666693627834,0.7455273866653442,0.36190906167030334,-0.008422106504440308
S,0.7137007713317871,0.7138822674751282,-6.150847298158624e-07,0.656823992729187,0.4763018786907196,-0.046459492295980453,0.6110338568687439,0.5285778641700745,-0.051969997584819794,0.6578372716903687,0.5225473642349243,-0.02835928276181221,0.7048826217651367,0.533987283706665,-0.011983949691057205,0.7463371157646179,0.5292967557907104,-0.013832912780344486
G,0.9120897054672241,0.5695962905883789,-5.196805830109952e-08,0.6270366907119751,0.404607355594635,-0.005227423273026943,0.44495198130607605,0.40491896867752075,-0.07141714543104172,0.6732754111289978,0.46055978536605835,-0.032617416232824326,0.6727209687232971,0.5301475524902344,-0.016055556014180183,0.6744036078453064,0.5993961095809937,-0.010964857414364815
G,0.8600632548332214,0.529187798500061,-9.73370859469469e-08,0.62256920337677,0.4025508761405945,-0.0012603893410414457,0.4726432263851166,0.38698577880859375,-0.05144864693284035,0.6643885374069214,0.44735345244407654,-0.02085508592426777,0.6669195294380188,0.5087944269180298,-0.010653793811798096,0.6693689823150635,0.56452876329422,-0.004627027548849583
G,0.8280417919158936,0.5789738297462463,-6.42438493514419e-08,0.6016950607299805,0.4309832453727722,-0.0077089667320251465,0.4751497507095337,0.44776761531829834,-0.057928480207920074,0.6486269235610962,0.4986911118030548,-0.028132915496826172,0.6509570479393005,0.5542852878570557,-0.016662899404764175,0.6543571352958679,0.6082113981246948,-0.01257377676665783
G,0.8062794208526611,0.6837049126625061,2.103086416127553e-08,0.5982852578163147,0.5723183155059814,-0.003441703040152788,0.4679415822029114,0.5715811848640442,-0.04259934276342392,0.6293380856513977,0.6017674207687378,-0.018015608191490173,0.6352964639663696,0.6582748293876648,-0.00777943292632699,0.6428218483924866,0.708724856376648,-0.0018574546556919813
G,0.7321189045906067,0.7175557613372803,-6.944684383114463e-09,0.5240293741226196,0.5864098072052002,0.0041180383414030075,0.3920685648918152,0.578777551651001,-0.030769722536206245,0.5602536201477051,0.6189984083175659,-0.005756933707743883,0.5659400224685669,0.6820356249809265,0.0035615970846265554,0.5719407796859741,0.7317930459976196,0.010557864792644978
G,0.7244498133659363,0.6804093718528748,-4.623836247219515e-08,0.520996630191803,0.5433936715126038,0.007367503363639116,0.38337206840515137,0.564336359500885,-0.02876937761902809,0.5497989654541016,0.5853211879730225,-0.004527967888861895,0.5560517311096191,0.6483328938484192,0.00234057754278183,0.5616365671157837,0.6990222930908203,0.010156093165278435
G,0.7450737953186035,0.5811609625816345,-9.709918913358706e-08,0.5389784574508667,0.453186571598053,0.007903071120381355,0.39153704047203064,0.4449634253978729,-0.03244758024811745,0.5644210577011108,0.5034045577049255,-0.005602730438113213,0.5686935782432556,0.5634413957595825,0.0015498781576752663,0.5783973336219788,0.6150054931640625,0.009163709357380867
G,0.8788385391235352,0.5859173536300659,-5.240738687461999e-08,0.6709374189376831,0.466167151927948,-0.013495158404111862,0.5673893690109253,0.48621121048927307,-0.057593416422605515,0.7091932892799377,0.5052821040153503,-0.03549623861908913,0.714865505695343,0.5604386329650879,-0.01962607353925705,0.7156574130058289,0.6084497570991516,-0.016834691166877747
G,0.9255356788635254,0.5581787824630737,-3.455066988067301e-08,0.7419135570526123,0.38469386100769043,-0.015149260871112347,0.6302189826965332,0.4418248236179352,-0.06452718377113342,0.7582146525382996,0.48179206252098083,-0.04247984662652016,0.7635782957077026,0.5380896329879761,-0.02315649576485157,0.7650634050369263,0.5844191312789917,-0.017987076193094254
G,0.6606274843215942,0.6879916191101074,-5.904768229925139e-09,0.4921439290046692,0.5317386984825134,-0.016299325972795486,0.37783145904541016,0.5968366265296936,-0.051703840494155884,0.5151071548461914,0.6049292683601379,-0.0207461416721344,0.5184455513954163,0.66070955991745,-0.011516246944665909,0.5219484567642212,0.7060717344284058,-0.004130045883357525
M,0.7816416621208191,0.6060377955436707,-3.9749826896695595e-07,0.8207593560218811,0.4077889323234558,-0.052328500896692276,0.7175622582435608,0.4885101914405823,-0.07018373906612396,0.747581958770752,0.4888159930706024,-0.0619608536362648,0.7789137363433838,0.47560805082321167,-0.05055183917284012,0.8182589411735535,0.5140576362609863,-0.04857818782329559
M,0.6891331672668457,0.7849618792533875,-3.6689044691229356e-07,0.7215849757194519,0.6013672351837158,-0.06322046369314194,0.6213073134422302,0.6792528629302979,-0.07887239754199982,0.6548552513122559,0.6829552054405212,-0.0645875483751297,0.6857820749282837,0.6774230599403381,-0.0447285957634449,0.7226346135139465,0.6925281286239624,-0.04179788753390312
M,0.5744315385818481,0.7290350198745728,-3.9202910784297273e-07,0.5959973931312561,0.5492732524871826,-0.05405351147055626,0.5021459460258484,0.6277263164520264,-0.0695435181260109,0.5304434299468994,0.6316777467727661,-0.0595242977142334,0.5599483251571655,0.6202297806739807,-0.043127454817295074,0.6023557782173157,0.6409018635749817,-0.04065164178609848
M,0.5429708957672119,0.5921355485916138,-3.908659778062429e-07,0.5533344745635986,0.39054328203201294,-0.05005341023206711,0.4618348181247711,0.48430630564689636,-0.0657789334654808,0.4902191162109375,0.4787769317626953,-0.058704011142253876,0.5179973244667053,0.4621792137622833,-0.04952791705727577,0.5617638230323792,0.4958328604698181,-0.04651547223329544
M,0.6587002277374268,0.5060738325119019,-2.68002338543738e-07,0.6820020079612732,0.3434465527534485,-0.034550879150629044,0.6063296794891357,0.40529778599739075,-0.04599161446094513,0.6308431625366211,0.40778079628944397,-0.041575852781534195,0.6528440713882446,0.3951495885848999,-0.03310191631317139,0.6819172501564026,0.42780470848083496,-0.03136706352233887
N,0.6975178718566895,0.6576260328292847,-6.910543675076042e-07,0.6956760883331299,0.3942732512950897,-0.05905763804912567,0.5961461067199707,0.48791933059692383,-0.08604573458433151,0.6265031695365906,0.4844072759151459,-0.07525301724672318,0.6949994564056396,0.5190417766571045,-0.04731106758117676,0.7329623699188232,0.5233103036880493,-0.04279787838459015
N,0.6469087600708008,0.7074202299118042,-6.195735977598815e-07,0.6235602498054504,0.4516257047653198,-0.05079064518213272,0.5410547256469727,0.5565088391304016,-0.07392952591180801,0.5727032423019409,0.5508876442909241,-0.06384925544261932,0.635074257850647,0.5709577202796936,-0.03657190129160881,0.6700025796890259,0.5668685436248779,-0.03193088248372078
N,0.6063992977142334,0.7959866523742676,-5.961022111478087e-07,0.5827869176864624,0.545763373374939,-0.05443190783262253,0.5017167329788208,0.6611233949661255,-0.07723455131053925,0.5334560871124268,0.6448710560798645,-0.06364107877016068,0.5930331349372864,0.6578882932662964,-0.03620653599500656,0.62650465965271,0.6546263098716736,-0.03182567283511162
N,0.5522378087043762,0.8073917031288147,-6.600389497180004e-07,0.5345109105110168,0.5539547801017761,-0.04272553324699402,0.45139774680137634,0.6578201055526733,-0.06610745191574097,0.48279479146003723,0.6479467749595642,-0.05509836971759796,0.541738748550415,0.6659044623374939,-0.03207636997103691,0.5743474364280701,0.665637731552124,-0.02993560954928398
N,0.6792580485343933,0.7727419137954712,-5.060436478743213e-07,0.6663205027580261,0.5176745057106018,-0.04350309446454048,0.5900667309761047,0.6200087666511536,-0.06688249111175537,0.6279799342155457,0.617403507232666,-0.05438264459371567,0.6715925335884094,0.6244727969169617,-0.02940269559621811,0.7064923048019409,0.6201944947242737,-0.024923598393797874
N,0.715405285358429,0.5950949192047119,-4.232144306115515e-07,0.6928942799568176,0.3005775809288025,-0.04492001235485077,0.6118361949920654,0.4255225956439972,-0.06313027441501617,0.6471641063690186,0.41157612204551697,-0.055845700204372406,0.6958189010620117,0.4232654571533203,-0.029535437002778053,0.7361227869987488,0.4254351258277893,-0.023015251383185387
N,0.6427260637283325,0.6703612804412842,-4.752591280521301e-07,0.6390508413314819,0.38736385107040405,-0.060643333941698074,0.5522232055664062,0.5263234972953796,-0.09571588039398193,0.5800577402114868,0.5100286602973938,-0.0817330926656723,0.6302565932273865,0.5978859663009644,-0.04904070496559143,0.6704350113868713,0.5786243677139282,-0.037093862891197205
N,0.6475975513458252,0.7866917848587036,-3.576901974611246e-07,0.6587397456169128,0.5455784797668457,-0.0688617005944252,0.5749228000640869,0.662794291973114,-0.10548307001590729,0.6014118790626526,0.6497796177864075,-0.09147462248802185,0.6428443789482117,0.7330907583236694,-0.0515156090259552,0.6822633743286133,0.7078261971473694,-0.03918225318193436
N,0.7293811440467834,0.7495154142379761,-3.3570049140507763e-07,0.7598550915718079,0.5265955924987793,-0.05830247327685356,0.6885277628898621,0.6253052949905396,-0.08822933584451675,0.7127172350883484,0.5977333784103394,-0.07089553028345108,0.7435916662216187,0.6385106444358826,-0.045078620314598083,0.7710496783256531,0.643413245677948,-0.035442352294921875
N,0.8014455437660217,0.6737171411514282,-6.509867489512544e-07,0.80341637134552,0.3079914450645447,-0.08767733722925186,0.6865537166595459,0.48191097378730774,-0.1410553753376007,0.7284348011016846,0.43206730484962463,-0.11457867175340652,0.8083117604255676,0.49850907921791077,-0.07006680965423584,0.85129714012146,0.5053492784500122,-0.06250180304050446
N,0.6625955700874329,0.6230669021606445,-4.291030961667275e-07,0.6443315744400024,0.3569403886795044,-0.06523425877094269,0.5678504705429077,0.49477869272232056,-0.10397094488143921,0.5970653295516968,0.48030659556388855,-0.08644389361143112,0.6333205699920654,0.5586320161819458,-0.04982815682888031,0.6714276075363159,0.528437614440918,-0.04242594167590141
N,0.6561902165412903,0.6278914213180542,-3.575400455702038e-07,0.649338960647583,0.3880847096443176,-0.06188219040632248,0.576911985874176,0.5048790574073792,-0.09732192754745483,0.6016739010810852,0.4962560832500458,-0.08008218556642532,0.6358216404914856,0.5727781057357788,-0.047603122889995575,0.6719798445701599,0.543693482875824,-0.036767974495887756
N,0.6527969837188721,0.7193198800086975,-3.528050172008079e-07,0.6427636742591858,0.48905763030052185,-0.0665632039308548,0.5776809453964233,0.6039961576461792,-0.10294768214225769,0.602021336555481,0.5981903076171875,-0.08224926888942719,0.6361473202705383,0.670562207698822,-0.046759236603975296,0.6721042394638062,0.6415899395942688,-0.03508932515978813
N,0.6507996916770935,0.7030953168869019,-4.169423846178688e-07,0.6306174993515015,0.4096526503562927,-0.07957781851291656,0.551950216293335,0.5633593797683716,-0.11890494078397751,0.5825191140174866,0.547032356262207,-0.09895159304141998,0.6245699524879456,0.6335707306861877,-0.05724401772022247,0.6656402945518494,0.592413067817688,-0.04149281978607178
N,0.584557831287384,0.7268009781837463,-5.761064016951423e-07,0.5319400429725647,0.4126666784286499,-0.07943723350763321,0.4500105679035187,0.5909504890441895,-0.12623900175094604,0.4860733151435852,0.5737940669059753,-0.09975477308034897,0.5391396880149841,0.6567736864089966,-0.05304884910583496,0.589371919631958,0.6072809100151062,-0.0465947687625885
N,0.7202598452568054,0.5695917010307312,-3.1527866894975887e-07,0.7144742012023926,0.3406122326850891,-0.050209227949380875,0.659257173538208,0.44264930486679077,-0.07692824304103851,0.6819858551025391,0.43942198157310486,-0.06603221595287323,0.7117392420768738,0.5077109932899475,-0.043301306664943695,0.7427601218223572,0.480488121509552,-0.02795088291168213
N,0.7133421301841736,0.6385260224342346,-2.861245889107522e-07,0.715070366859436,0.4341858923435211,-0.05319993197917938,0.6676428318023682,0.531905472278595,-0.08616619557142258,0.6866214871406555,0.5291792750358582,-0.0694933533668518,0.7127467393875122,0.5880877375602722,-0.042934007942676544,0.740328311920166,0.5667450428009033,-0.03326987847685814
N,0.5592725872993469,0.7896902561187744,-4.1676076989460853e-07,0.5379403233528137,0.5769549608230591,-0.05600225180387497,0.4701070189476013,0.6777053475379944,-0.09240346401929855,0.49727147817611694,0.6770528554916382,-0.0719999447464943,0.5347368121147156,0.7383316159248352,-0.039244722574949265,0.574042558670044,0.7079304456710815,-0.036547284573316574
N,0.619035005569458,0.6975986361503601,-4.995994231649092e-07,0.6186189651489258,0.47514811158180237,-0.061052050441503525,0.5351445078849792,0.5744789838790894,-0.08178732544183731,0.569200336933136,0.5685213208198547,-0.06745865195989609,0.619941771030426,0.5859119296073914,-0.03908270597457886,0.6541701555252075,0.5679644346237183,-0.0309201218187809
N,0.6554840207099915,0.5685674548149109,-4.772948614117922e-07,0.6263375878334045,0.31219106912612915,-0.05336708948016167,0.5543996095657349,0.413847953081131,-0.07578084617853165,0.5891907811164856,0.4057452380657196,-0.060884278267621994,0.6433234810829163,0.4311125874519348,-0.03747467324137688,0.6786485314369202,0.41001296043395996,-0.030089935287833214
N,0.7417927384376526,0.48174968361854553,-4.2062518446073227e-07,0.7356249690055847,0.22179697453975677,-0.046891748905181885,0.6544385552406311,0.31441447138786316,-0.06740408390760422,0.688398003578186,0.3047816753387451,-0.055986057966947556,0.7351910471916199,0.340901255607605,-0.03552371263504028,0.7695164680480957,0.328497052192688,-0.029817814007401466
N,0.6893875598907471,0.5996891260147095,-4.4834379764324694e-07,0.6774052381515503,0.3599230647087097,-0.04928169772028923,0.6109853982925415,0.44693925976753235,-0.06994540244340897,0.6406338810920715,0.4429548382759094,-0.05969907343387604,0.6857803463935852,0.4707578122615814,-0.03742118552327156,0.7233304381370544,0.45749014616012573,-0.030222514644265175
N,0.5946224331855774,0.7106785774230957,-4.5283431404641306e-07,0.5786520838737488,0.4943331480026245,-0.04208154231309891,0.5163585543632507,0.5601348280906677,-0.062453653663396835,0.5456547141075134,0.5584568381309509,-0.04997415840625763,0.5860850811004639,0.5808513164520264,-0.03090781345963478,0.6200835704803467,0.5733077526092529,-0.027820821851491928
N,0.5408598780632019,0.6802734732627869,-4.747751916056586e-07,0.5074516534805298,0.4440416693687439,-0.04753907024860382,0.4365065395832062,0.5398596525192261,-0.06782194972038269,0.4664015769958496,0.5300325751304626,-0.056964192539453506,0.526818037033081,0.5544767379760742,-0.03224915266036987,0.5616578459739685,0.5399451851844788,-0.026684345677495003
N,0.7459465861320496,0.4725998342037201,-3.29935005538573e-07,0.734976589679718,0.25083866715431213,-0.045938245952129364,0.6753482222557068,0.3448760211467743,-0.07879970222711563,0.704189121723175,0.34495294094085693,-0.06789030879735947,0.7374804019927979,0.41280484199523926,-0.047095246613025665,0.7673290371894836,0.39319851994514465,-0.03736638277769089
M,0.7185959219932556,0.5606266856193542,-3.824243606231903e-07,0.754094660282135,0.3495902419090271,-0.0630156397819519,0.6496988534927368,0.4511074423789978,-0.08661109209060669,0.6785849928855896,0.4502677917480469,-0.07436542212963104,0.7124433517456055,0.4335382580757141,-0.05313193053007126,0.7533982992172241,0.46836021542549133,-0.05458633229136467
M,0.687862753868103,0.6081459522247314,-3.7189846580076846e-07,0.7211094498634338,0.41564130783081055,-0.06179187446832657,0.6210997104644775,0.5042456388473511,-0.08224552869796753,0.649328351020813,0.5083572864532471,-0.06772688776254654,0.6809283494949341,0.49686411023139954,-0.0457015335559845,0.7220848202705383,0.520370364189148,-0.04453670606017113
M,0.6266078352928162,0.6369922161102295,-3.734913889275049e-07,0.6386347413063049,0.44276857376098633,-0.051942069083452225,0.5505101680755615,0.5444721579551697,-0.06971722841262817,0.578830897808075,0.5419456362724304,-0.05834602564573288,0.6078019142150879,0.5239753723144531,-0.03858925402164459,0.647394597530365,0.5479183793067932,-0.03934088349342346
M,0.5989410877227783,0.7577592730522156,-4.660707588755031e-07,0.617426335811615,0.553225040435791,-0.06522587686777115,0.5167357921600342,0.6678330302238464,-0.08506473153829575,0.5508720278739929,0.6663923859596252,-0.06371862441301346,0.5823574662208557,0.6500008702278137,-0.040210314095020294,0.6232462525367737,0.6638882756233215,-0.041799768805503845
M,0.6102161407470703,0.7376190423965454,-5.624500545309274e-07,0.6372550129890442,0.4366142451763153,-0.07869978249073029,0.5020155906677246,0.5869834423065186,-0.1075180247426033,0.5426214933395386,0.5836460590362549,-0.09405112266540527,0.5885427594184875,0.5535718202590942,-0.06722685694694519,0.6444596648216248,0.6055032014846802,-0.06329400092363358
M,0.5946532487869263,0.7357274293899536,-6.892772717037587e-07,0.6166858673095703,0.4029204845428467,-0.08332108706235886,0.4701486825942993,0.5702210068702698,-0.11521760374307632,0.5157805681228638,0.5676738023757935,-0.1036200150847435,0.5648149847984314,0.5289950966835022,-0.07753022760152817,0.6320598125457764,0.5896078944206238,-0.07274489849805832
M,0.5449259281158447,0.6307114958763123,-6.384984772012103e-07,0.5377417206764221,0.27613165974617004,-0.08318965882062912,0.4156144857406616,0.4480297267436981,-0.11503015458583832,0.4575686454772949,0.44446590542793274,-0.10019933432340622,0.5009300708770752,0.41715049743652344,-0.08306020498275757,0.5681251883506775,0.47993162274360657,-0.08389201760292053
M,0.6269682049751282,0.5928465127944946,-4.3426288698356075e-07,0.6717512607574463,0.34201881289482117,-0.05294012278318405,0.5639092326164246,0.4465121924877167,-0.07328227907419205,0.5951234698295593,0.4496566653251648,-0.0692828893661499,0.6300212740898132,0.4328617453575134,-0.05372066795825958,0.6691803336143494,0.4827510714530945,-0.04978320375084877
M,0.7111000418663025,0.5658601522445679,-3.7124587493053696e-07,0.7398349642753601,0.35423195362091064,-0.04321076720952988,0.646523118019104,0.43192848563194275,-0.06160755455493927,0.6765573620796204,0.43647968769073486,-0.060536716133356094,0.7064138054847717,0.4238542914390564,-0.052740778774023056,0.7445847988128662,0.47096699476242065,-0.051933519542217255
M,0.8111422061920166,0.5460042357444763,-2.928972264726326e-07,0.8444596529006958,0.35012000799179077,-0.038567788898944855,0.7721301317214966,0.40643832087516785,-0.06160106882452965,0.8016694188117981,0.4166603088378906,-0.061461612582206726,0.8310582041740417,0.4136444926261902,-0.048811715096235275,0.8586430549621582,0.45446065068244934,-0.04971488565206528
N,0.7585630416870117,0.5470441579818726,-2.745711071838741e-07,0.7747753262519836,0.3239946961402893,-0.06074519082903862,0.7123677134513855,0.43752017617225647,-0.09957314282655716,0.7371553778648376,0.4193587303161621,-0.08625651895999908,0.7617283463478088,0.49156713485717773,-0.05415482446551323,0.7931684255599976,0.4701308012008667,-0.04327206686139107
M,0.747308075428009,0.5584993362426758,-3.714245622177259e-07,0.8040851354598999,0.35895347595214844,-0.061011459678411484,0.7039697170257568,0.4529232680797577,-0.09062302112579346,0.7327070832252502,0.4517363905906677,-0.07843024283647537,0.7621631026268005,0.44446754455566406,-0.0621073842048645,0.7861164808273315,0.4886155426502228,-0.06477585434913635
N,0.7401899695396423,0.6818550825119019,-4.98387464631378e-07,0.7089394927024841,0.3357732892036438,-0.09108729660511017,0.6157044172286987,0.5142321586608887,-0.13645818829536438,0.6497188210487366,0.49166712164878845,-0.11186126619577408,0.7107728123664856,0.5910024642944336,-0.06832665205001831,0.7585834264755249,0.5522772669792175,-0.04318886250257492
N,0.6621769666671753,0.6806100606918335,-6.197998345669475e-07,0.6132494211196899,0.30364763736724854,-0.0841066911816597,0.516541063785553,0.5118588805198669,-0.13765783607959747,0.5511409044265747,0.48488855361938477,-0.12299736589193344,0.619835376739502,0.5926905870437622,-0.07370029389858246,0.6772978901863098,0.5427979230880737,-0.05597849190235138
N,0.6291689276695251,0.6870182752609253,-6.509044965241628e-07,0.5592157244682312,0.30019867420196533,-0.09027621895074844,0.46950992941856384,0.5123708248138428,-0.1422007828950882,0.5079839825630188,0.4900866448879242,-0.1250549554824829,0.5790417194366455,0.5990341901779175,-0.07559729367494583,0.6348832845687866,0.5438159704208374,-0.05933462828397751
N,0.6257403492927551,0.7233453989028931,-6.773893801437225e-07,0.5537010431289673,0.3571431040763855,-0.08707214891910553,0.4692518413066864,0.554041862487793,-0.12524789571762085,0.5092653036117554,0.5358552932739258,-0.10805730521678925,0.5791297554969788,0.638697624206543,-0.06390045583248138,0.6307665109634399,0.5824205875396729,-0.047151003032922745
N,0.6251448392868042,0.7597792744636536,-6.478486511696246e-07,0.5499303936958313,0.3966341018676758,-0.07861464470624924,0.4726814329624176,0.5962632298469543,-0.11842940747737885,0.5104687809944153,0.5745663642883301,-0.10077885538339615,0.5792489051818848,0.6691222190856934,-0.05739998072385788,0.6279320120811462,0.6108617782592773,-0.04060059040784836
N,0.6064490079879761,0.7783944606781006,-6.683871447421552e-07,0.5603386759757996,0.47153204679489136,-0.0795624777674675,0.4744827151298523,0.6364115476608276,-0.1157606765627861,0.5174181461334229,0.6177380084991455,-0.092091865837574,0.5777764916419983,0.6056133508682251,-0.04908715933561325,0.6225354075431824,0.6100525259971619,-0.049022968858480453
N,0.5957695841789246,0.6941522359848022,-6.058511985429504e-07,0.5395485758781433,0.4091416001319885,-0.06252157688140869,0.47864335775375366,0.5495674014091492,-0.09599427133798599,0.5138149261474609,0.5370787382125854,-0.07805665582418442,0.568605899810791,0.5365145802497864,-0.04603727161884308,0.6071894764900208,0.5346719026565552,-0.04562847688794136
N,0.6673036813735962,0.663482666015625,-5.421118203230435e-07,0.6473009586334229,0.37047523260116577,-0.05682661011815071,0.5694317817687988,0.5025573968887329,-0.08779056370258331,0.6041873693466187,0.4886378049850464,-0.07506396621465683,0.6497026681900024,0.4983121454715729,-0.05114061385393143,0.6895890235900879,0.5077472925186157,-0.04910227656364441
N,0.7792501449584961,0.6718376278877258,-6.352566970235785e-07,0.785090446472168,0.2698836922645569,-0.0863833874464035,0.6634359955787659,0.4302922785282135,-0.1267932802438736,0.7196415066719055,0.4095284640789032,-0.10667499899864197,0.7774643898010254,0.43595731258392334,-0.0746498852968216,0.832951009273529,0.45123401284217834,-0.06992281228303909
N,0.6113784313201904,0.7115052938461304,-8.21143942175695e-07,0.5640120506286621,0.2907402217388153,-0.06840486079454422,0.4486037492752075,0.47268810868263245,-0.11127815395593643,0.5012377500534058,0.45096635818481445,-0.09233903884887695,0.5839247107505798,0.47151362895965576,-0.05592656135559082,0.641737699508667,0.48539531230926514,-0.05682496726512909
T,0.7196770906448364,0.671855628490448,-6.553752882609842e-07,0.6090611219406128,0.40313294529914856,-0.04867526888847351,0.6035367846488953,0.511303722858429,-0.08182685822248459,0.6552876234054565,0.5956981182098389,-0.0636102557182312,0.6903737187385559,0.6221433877944946,-0.03938715159893036,0.7242358922958374,0.5881450772285461,-0.033564627170562744
T,0.8081016540527344,0.60113525390625,-6.734867383784149e-07,0.6963571310043335,0.29943662881851196,-0.05620196461677551,0.6991998553276062,0.40895944833755493,-0.09272273629903793,0.758573055267334,0.509505033493042,-0.07476811856031418,0.7996746301651001,0.5403499603271484,-0.051436953246593475,0.8363507390022278,0.5038752555847168,-0.04646598547697067
T,0.7174785137176514,0.7258145809173584,-7.229494940474979e-07,0.5986205339431763,0.4259969890117645,-0.062049493193626404,0.5882185101509094,0.537388026714325,-0.0979192852973938,0.6477218270301819,0.642593264579773,-0.07755564898252487,0.6920257806777954,0.6706581115722656,-0.05139048770070076,0.7246322631835938,0.6331010460853577,-0.04474760591983795
T,0.6529141068458557,0.685623824596405,-8.325297926603525e-07,0.5075429677963257,0.3462390899658203,-0.05481883883476257,0.493367463350296,0.47071531414985657,-0.09204940497875214,0.5694486498832703,0.5811945796012878,-0.07724417746067047,0.618468165397644,0.6205849051475525,-0.05126749351620674,0.6542659401893616,0.5769689083099365,-0.047148652374744415
T,0.7857773900032043,0.6018191576004028,-7.879613690420229e-07,0.6477289795875549,0.22287492454051971,-0.06698320060968399,0.6536047458648682,0.36128300428390503,-0.11337452381849289,0.7211649417877197,0.47653594613075256,-0.0911809504032135,0.7673000693321228,0.5168701410293579,-0.059684038162231445,0.8082403540611267,0.48401886224746704,-0.05161358416080475
T,0.8225066065788269,0.5396058559417725,-6.542455253111257e-07,0.7043485045433044,0.17401182651519775,-0.07270153611898422,0.7014632821083069,0.3121401071548462,-0.11558270454406738,0.7679657340049744,0.4091094136238098,-0.09692736715078354,0.8104671835899353,0.4392995238304138,-0.06469739973545074,0.853049099445343,0.401103138923645,-0.05548659339547157
