label,pt1_x,pt1_y,pt1_z,pt2_x,pt2_y,pt2_z,pt3_x,pt3_y,pt3_z,pt4_x,pt4_y,pt4_z,pt5_x,pt5_y,pt5_z,pt6_x,pt6_y,pt6_z,pt7_x,pt7_y,pt7_z,pt8_x,pt8_y,pt8_z,pt9_x,pt9_y,pt9_z,pt10_x,pt10_y,pt10_z,pt11_x,pt11_y,pt11_z,pt12_x,pt12_y,pt12_z,pt13_x,pt13_y,pt13_z,pt14_x,pt14_y,pt14_z,pt15_x,pt15_y,pt15_z,pt16_x,pt16_y,pt16_z,pt17_x,pt17_y,pt17_z,pt18_x,pt18_y,pt18_z,pt19_x,pt19_y,pt19_z,pt20_x,pt20_y,pt20_z
K,-0.06408095359802246,-0.04698443412780762,-0.016343209957597082,-0.09083735942840576,-0.13192546367645264,-0.021790981357810324,-0.07272195816040039,-0.21301764249801636,-0.02964899881732208,-0.06307965517044067,-0.2703886926174164,-0.03546411736857635,-0.07893085479736328,-0.1866055727005005,-0.0019719445331816132,-0.10726737976074219,-0.2655091881752014,-0.019672717964169806,-0.12409597635269165,-0.3163485527038574,-0.03080007254135353,-0.13772660493850708,-0.36462128162384033,-0.03802088840853912,-0.03590965270996094,-0.19652360677719116,-0.008444008482513254,-0.03734511137008667,-0.2952607274055481,-0.03333521454584343,-0.03342825174331665,-0.36105501651763916,-0.049024963816520994,-0.027493774890899658,-0.4183102548122406,-0.05554688914668304,0.006052553653717041,-0.18545043468475342,-0.017994234403488463,-0.0021791458129882812,-0.22058910131454468,-0.0550478120053981,-0.017908930778503418,-0.1528300940990448,-0.05469943403255684,-0.026215314865112305,-0.10085427761077881,-0.041744390567657774,0.04692786931991577,-0.1643584966659546,-0.028743585636732405,0.03362244367599487,-0.1982237696647644,-0.05469501583826286,0.01668602228164673,-0.14962896704673767,-0.04680510803115112,0.00656813383102417,-0.10699242353439331,-0.033126397123453444
K,-0.0586627721786499,-0.06637167930603027,-0.014923016692250712,-0.07709938287734985,-0.15608960390090942,-0.01753070500001286,-0.06181424856185913,-0.2377370297908783,-0.022954237798899157,-0.060062408447265625,-0.2937973439693451,-0.025721469114273532,-0.07318437099456787,-0.20521476864814758,0.0069662349645795985,-0.09240990877151489,-0.286239892244339,-0.009571252542286857,-0.10367131233215332,-0.33710822463035583,-0.0216042205344138,-0.11226248741149902,-0.38693667948246,-0.02909000512465809,-0.0287972092628479,-0.20864728093147278,0.0005121485677364035,-0.021668672561645508,-0.302835077047348,-0.023294483463018878,-0.014583408832550049,-0.3681679368019104,-0.04112865697845791,-0.007234930992126465,-0.42615431547164917,-0.04933009218677853,0.013727724552154541,-0.19195663928985596,-0.009316045011132701,0.0217171311378479,-0.2311164140701294,-0.04545082073911999,0.00747370719909668,-0.1678168773651123,-0.047667260433286174,-0.0034772157669067383,-0.11784791946411133,-0.03646939542397831,0.053885698318481445,-0.16585463285446167,-0.02021648843094681,0.05440068244934082,-0.20552536845207214,-0.044498901034444316,0.03940695524215698,-0.162209153175354,-0.037129632348865016,0.02714449167251587,-0.12288367748260498,-0.023926877568214877
K,-0.06187319755554199,-0.06606477499008179,-0.022467565158365232,-0.07396495342254639,-0.1770954728126526,-0.03127635307049559,-0.03811913728713989,-0.2676967978477478,-0.04230872205829428,-0.02001899480819702,-0.3375585079193115,-0.05028507150149153,-0.05127072334289551,-0.24770212173461914,-0.009264312120137674,-0.06680375337600708,-0.34316515922546387,-0.033757996181009275,-0.07720917463302612,-0.4065394103527069,-0.04828197918271826,-0.08245372772216797,-0.46663162112236023,-0.05753778330421255,0.0018113255500793457,-0.24411064386367798,-0.017037330562232,0.01590961217880249,-0.3495570421218872,-0.05518653280472563,0.030829906463623047,-0.4293249547481537,-0.07908520139193342,0.04773533344268799,-0.49841228127479553,-0.08922500945067213,0.04885786771774292,-0.21552014350891113,-0.027717378357408506,0.04443037509918213,-0.23898249864578247,-0.07687014378046797,0.015967845916748047,-0.15719306468963623,-0.07404885477757261,-0.0032303333282470703,-0.09945178031921387,-0.055819351593015654,0.09139484167098999,-0.17598462104797363,-0.040256932744739515,0.07989317178726196,-0.20106714963912964,-0.0746868628952484,0.05249464511871338,-0.14100027084350586,-0.06396531350350187,0.03152197599411011,-0.09666264057159424,-0.045544319221733076
L,-0.06595492362976074,-0.008516669273376465,-0.04251840504012705,-0.14460784196853638,-0.04954487085342407,-0.07452497424684168,-0.21223127841949463,-0.06689620018005371,-0.10657034607730509,-0.2687944173812866,-0.05429631471633911,-0.13840607347093226,-0.12264329195022583,-0.22547641396522522,-0.05046935545406939,-0.13098478317260742,-0.32476627826690674,-0.0868985855778277,-0.131972074508667,-0.39917054772377014,-0.10472437532745005,-0.12739092111587524,-0.4614413380622864,-0.11626517566047312,-0.07402253150939941,-0.25246328115463257,-0.04963651465378405,-0.04471510648727417,-0.22949817776679993,-0.0993851402600825,-0.04692983627319336,-0.13753628730773926,-0.10283568294845225,-0.06155550479888916,-0.11792856454849243,-0.09504527391992212,-0.01983475685119629,-0.25165432691574097,-0.05396579744420649,0.007009565830230713,-0.21168074011802673,-0.10502993108831049,-0.003545105457305908,-0.13080823421478271,-0.09339512677989603,-0.022156894207000732,-0.1170194149017334,-0.07457558604083658,0.03145962953567505,-0.23636788129806519,-0.062115641107183706,0.0510174036026001,-0.21655654907226562,-0.0924120971759379,0.037451326847076416,-0.15161198377609253,-0.08121499957643152,0.018885910511016846,-0.1305219531059265,-0.0656079927285731
L,-0.0666695237159729,-0.010417044162750244,-0.04621832148915317,-0.14601004123687744,-0.05148190259933472,-0.08149618731623676,-0.21605408191680908,-0.07184606790542603,-0.11631254927998569,-0.2739677429199219,-0.06553047895431519,-0.15083189384823825,-0.1279425024986267,-0.22680649161338806,-0.0556082174349406,-0.1386672854423523,-0.33157914876937866,-0.09625604824906375,-0.14065712690353394,-0.4064289927482605,-0.11777176784163501,-0.13894689083099365,-0.47105035185813904,-0.13193328754788425,-0.07669532299041748,-0.2497006356716156,-0.05519693793540981,-0.04877060651779175,-0.2521551251411438,-0.11485657917147662,-0.04775947332382202,-0.15143707394599915,-0.12290138827448871,-0.06298530101776123,-0.1164277195930481,-0.11588850693589237,-0.020880401134490967,-0.24869641661643982,-0.05994205625539806,0.006110787391662598,-0.23325300216674805,-0.12038349436408069,-0.002681732177734375,-0.14264929294586182,-0.10989380704051044,-0.02359473705291748,-0.11421680450439453,-0.08894268499499347,0.031115353107452393,-0.2340940237045288,-0.06817409472352054,0.05147582292556763,-0.23360669612884521,-0.10439138935690906,0.03927254676818848,-0.1629369556903839,-0.09286182449942615,0.018261969089508057,-0.1331143081188202,-0.07564254181271579
L,-0.06922447681427002,-0.003496110439300537,-0.03960795629024716,-0.14927077293395996,-0.0428888201713562,-0.06789454746246548,-0.21718376874923706,-0.058061301708221436,-0.09580288010835858,-0.27067744731903076,-0.049209773540496826,-0.12372613626718731,-0.12910807132720947,-0.20899206399917603,-0.047172426462175565,-0.13920176029205322,-0.3106899559497833,-0.08339399772882672,-0.14077287912368774,-0.3834555447101593,-0.1046027832031271,-0.1393006443977356,-0.4462123215198517,-0.11948781388998242,-0.07917386293411255,-0.23853462934494019,-0.04806610125303479,-0.06652498245239258,-0.21893349289894104,-0.10129678922891827,-0.06163293123245239,-0.12716323137283325,-0.11042816120386334,-0.06645989418029785,-0.09925597906112671,-0.1062301688194296,-0.024563610553741455,-0.2412077784538269,-0.05346747043729039,-0.012340784072875977,-0.20321598649024963,-0.1057542331814787,-0.016623198986053467,-0.12127816677093506,-0.0955785505771658,-0.02844822406768799,-0.10410100221633911,-0.07736377346515866,0.027071237564086914,-0.22988122701644897,-0.06227714496851178,0.03445136547088623,-0.20835253596305847,-0.09239462691545697,0.02502763271331787,-0.1414760947227478,-0.07989404278993817,0.012169599533081055,-0.11995697021484375,-0.06337395983934613
L,-0.061360061168670654,-0.002673923969268799,-0.03322716344938215,-0.1318233609199524,-0.03634905815124512,-0.057057372376775106,-0.19047623872756958,-0.05009263753890991,-0.08089198832259115,-0.2374761700630188,-0.04563164710998535,-0.10450021092638906,-0.11348927021026611,-0.18356376886367798,-0.039963631973122915,-0.1218767762184143,-0.2705821394920349,-0.07263286326870855,-0.12542420625686646,-0.3342766761779785,-0.09090908531889852,-0.12653464078903198,-0.38790422677993774,-0.10338225130782064,-0.07117563486099243,-0.21280834078788757,-0.04116641645178731,-0.06137120723724365,-0.18788504600524902,-0.08883655731425222,-0.05592375993728638,-0.10739481449127197,-0.09576303426966604,-0.05639088153839111,-0.081825852394104,-0.09020436470255788,-0.024754464626312256,-0.21605655550956726,-0.04640496809825834,-0.013655543327331543,-0.1701500415802002,-0.0911275959466451,-0.01497340202331543,-0.10120141506195068,-0.08106278543219503,-0.02067035436630249,-0.08989918231964111,-0.06399549458966192,0.01947605609893799,-0.20571866631507874,-0.05493879605874952,0.026978671550750732,-0.16851860284805298,-0.07960898344263967,0.0201682448387146,-0.11231100559234619,-0.06933240507588323,0.012096524238586426,-0.10060954093933105,-0.05534837310061391
L,-0.061885714530944824,0.0015172362327575684,-0.027661471854571573,-0.13265115022659302,-0.031185925006866455,-0.04517914656889843,-0.18934810161590576,-0.040110647678375244,-0.06255569611084866,-0.2316666841506958,-0.03597348928451538,-0.07986384187233853,-0.11533057689666748,-0.17097049951553345,-0.033813978772286646,-0.12544655799865723,-0.2534293532371521,-0.06172439758074688,-0.12957477569580078,-0.3103674054145813,-0.07809032056820797,-0.13096821308135986,-0.3627849519252777,-0.09025229070675778,-0.07295513153076172,-0.20302563905715942,-0.03542621363294529,-0.07266765832901001,-0.1697867512702942,-0.07653662864458965,-0.06342458724975586,-0.09573113918304443,-0.08244255487215923,-0.05418264865875244,-0.07191038131713867,-0.07821444724095272,-0.027526259422302246,-0.20538681745529175,-0.04060903866184162,-0.026338160037994385,-0.15183693170547485,-0.07831943337214398,-0.025166034698486328,-0.0898202657699585,-0.06874499027026104,-0.023329973220825195,-0.08103179931640625,-0.05407832119954037,0.01583343744277954,-0.19416701793670654,-0.04882997203958439,0.014112472534179688,-0.15369188785552979,-0.06960938427937435,0.00747990608215332,-0.10105544328689575,-0.060402638505820505,0.003930211067199707,-0.08977025747299194,-0.048362727503899805
L,-0.057446062564849854,-0.004705369472503662,-0.031876576425069914,-0.1174933910369873,-0.03489375114440918,-0.05606888729476367,-0.1680241823196411,-0.047971129417419434,-0.08032985526465808,-0.21076124906539917,-0.04993021488189697,-0.10381226736449634,-0.09775012731552124,-0.1677151918411255,-0.03715366247438823,-0.10088437795639038,-0.24093955755233765,-0.06563211727284823,-0.10129684209823608,-0.2965906858444214,-0.08085240918540393,-0.09824526309967041,-0.3424813747406006,-0.09165939438485537,-0.058086395263671875,-0.1944199800491333,-0.03806656721376811,-0.04509377479553223,-0.1587679386138916,-0.0773262431039754,-0.045266807079315186,-0.08804702758789062,-0.08158956217908298,-0.04922360181808472,-0.07419943809509277,-0.07642163831138049,-0.015324711799621582,-0.19393527507781982,-0.042958234728807554,-0.0036764144897460938,-0.13161379098892212,-0.07847869146012698,-0.008933007717132568,-0.07551658153533936,-0.06710787612342273,-0.015161514282226562,-0.07292687892913818,-0.05226153257631694,0.023579120635986328,-0.177947998046875,-0.0517295089676324,0.031189441680908203,-0.12589919567108154,-0.07329220074557696,0.022841215133666992,-0.08153408765792847,-0.06484663236283694,0.015158891677856445,-0.07633185386657715,-0.0531563249542657
L,-0.06040680408477783,-0.004970848560333252,-0.028495195415166208,-0.12459933757781982,-0.04093170166015625,-0.04962042262807209,-0.17843705415725708,-0.05596613883972168,-0.07117934813752491,-0.22325783967971802,-0.05045199394226074,-0.09278658321156819,-0.10360944271087646,-0.17258703708648682,-0.03325109472527821,-0.11060905456542969,-0.2558322548866272,-0.0618986441756757,-0.1131330132484436,-0.31299108266830444,-0.07852123966470081,-0.11191582679748535,-0.363034188747406,-0.09019772997155506,-0.0629308819770813,-0.19223064184188843,-0.035956799146083185,-0.055084824562072754,-0.18059778213500977,-0.07856394639268238,-0.050362586975097656,-0.10647928714752197,-0.08582430621638615,-0.05059778690338135,-0.084583580493927,-0.08177462508931477,-0.018707334995269775,-0.19154351949691772,-0.042179985996630975,-0.011292695999145508,-0.16389304399490356,-0.08352066120162327,-0.0124281644821167,-0.09900552034378052,-0.07393296351685841,-0.01749587059020996,-0.08735215663909912,-0.057944982406047174,0.023189246654510498,-0.18030107021331787,-0.0509089185859235,0.026315152645111084,-0.16590213775634766,-0.0741705848838361,0.020483732223510742,-0.11513304710388184,-0.06271322360291798,0.013848543167114258,-0.10263490676879883,-0.048143460508731195
L,-0.06749951839447021,-0.0008955001831054688,-0.03371840399667292,-0.14226430654525757,-0.03676724433898926,-0.05865778085752993,-0.20597094297409058,-0.05579167604446411,-0.08425954413577585,-0.2554059624671936,-0.05403769016265869,-0.10979675185843973,-0.12149667739868164,-0.18894490599632263,-0.03571240288182764,-0.13411027193069458,-0.28251492977142334,-0.06876188200875788,-0.13989019393920898,-0.3481450080871582,-0.08684432935878306,-0.14077287912368774,-0.4034454822540283,-0.09924605918094187,-0.07633435726165771,-0.2111864984035492,-0.03856659737392931,-0.07838040590286255,-0.20477598905563354,-0.08777001184388666,-0.06716686487197876,-0.11637735366821289,-0.09337084424659281,-0.06283801794052124,-0.09043288230895996,-0.08574445229932337,-0.027455449104309082,-0.2140401005744934,-0.04608579781815081,-0.028418362140655518,-0.18839743733406067,-0.09319234323665171,-0.024680018424987793,-0.11045169830322266,-0.07891434860393076,-0.027087688446044922,-0.09453505277633667,-0.05770655405684977,0.019721269607543945,-0.20513388514518738,-0.056922045172896674,0.01555854082107544,-0.18850216269493103,-0.0831506220714715,0.01137685775756836,-0.12776321172714233,-0.06896008235379725,0.0069089531898498535,-0.11161714792251587,-0.0512023573832181
L,-0.07007277011871338,-0.0056441426277160645,-0.032252896788222074,-0.15017741918563843,-0.05181163549423218,-0.05574011078725505,-0.21678555011749268,-0.07282650470733643,-0.0797786230469768,-0.27101683616638184,-0.06135910749435425,-0.1043871829534595,-0.1326674222946167,-0.20096546411514282,-0.03757141179094958,-0.1498289704322815,-0.3086663484573364,-0.07255950218687701,-0.15306627750396729,-0.37926559150218964,-0.09458361214647937,-0.15644538402557373,-0.44024187326431274,-0.11019277221213031,-0.08522665500640869,-0.21931758522987366,-0.04223407081018138,-0.07638180255889893,-0.2400779128074646,-0.09920253253231692,-0.06382191181182861,-0.15165114402770996,-0.11305955446015048,-0.06669241189956665,-0.10655277967453003,-0.11065604931364703,-0.0334438681602478,-0.22108149528503418,-0.05049759170661616,-0.02348613739013672,-0.22600939869880676,-0.10568520075331378,-0.01946169137954712,-0.14422917366027832,-0.09738709426174808,-0.030031561851501465,-0.10841602087020874,-0.07874752974758792,0.01670593023300171,-0.21149545907974243,-0.06074041149268794,0.02288949489593506,-0.22987312078475952,-0.0931576902295177,0.018963098526000977,-0.164166659116745,-0.07992406583080935,0.004247486591339111,-0.12895748019218445,-0.06205484292159724
L,-0.059556007385253906,-0.011377215385437012,-0.0339232369754896,-0.12553143501281738,-0.055860280990600586,-0.05738411317211245,-0.1811540722846985,-0.07986140251159668,-0.08047573486906145,-0.227752685546875,-0.07973796129226685,-0.10337145845037554,-0.09984272718429565,-0.1901308298110962,-0.037876123884736046,-0.10624158382415771,-0.2761147916316986,-0.06860710898977374,-0.10677307844161987,-0.33633899688720703,-0.08594247172218417,-0.10427612066268921,-0.3872572183609009,-0.09781070272070025,-0.05709868669509888,-0.2036961317062378,-0.03896380061846827,-0.04448920488357544,-0.20180124044418335,-0.08640017578941439,-0.043121933937072754,-0.12097764015197754,-0.09403988192421053,-0.04808574914932251,-0.09279000759124756,-0.08864011088949297,-0.011504173278808594,-0.19874697923660278,-0.04415944064599131,-0.0003133416175842285,-0.1803644299507141,-0.09093246082407092,-0.004955589771270752,-0.10995250940322876,-0.081812823513566,-0.014065444469451904,-0.09472048282623291,-0.06436880151373003,0.031783998012542725,-0.18488925695419312,-0.052058374831496224,0.03810042142868042,-0.18068790435791016,-0.07838093707901095,0.02920907735824585,-0.12671345472335815,-0.06713089565378283,0.019261538982391357,-0.11112052202224731,-0.052004846135197624
O,-0.07635676860809326,-0.033689677715301514,0.007482448112114071,-0.1298026442527771,-0.07996022701263428,0.0032352257835555065,-0.16699916124343872,-0.11394256353378296,-0.009925594102696778,-0.18490684032440186,-0.15624156594276428,-0.02088336880888164,-0.07920414209365845,-0.19674068689346313,0.03355032343779385,-0.12339305877685547,-0.2482515573501587,0.011555354561551212,-0.1623913049697876,-0.22556093335151672,-0.010637389976636769,-0.18617266416549683,-0.1923365592956543,-0.024042483899847866,-0.06174111366271973,-0.20386183261871338,0.014365224618359207,-0.12335455417633057,-0.2649953365325928,-0.007674742039398552,-0.1683005690574646,-0.23033976554870605,-0.027583152536408306,-0.18735718727111816,-0.18814602494239807,-0.03863457452143848,-0.05119436979293823,-0.19819337129592896,-0.009175444502488972,-0.11021727323532104,-0.2614779472351074,-0.028609004352347256,-0.1589069366455078,-0.2299875020980835,-0.03995225812877834,-0.18171805143356323,-0.1869475543498993,-0.044410331655399204,-0.050829291343688965,-0.17756187915802002,-0.033232326168672444,-0.09955787658691406,-0.22990188002586365,-0.04640478875126064,-0.1411978006362915,-0.21940472722053528,-0.051513949889795185,-0.16751497983932495,-0.1920296847820282,-0.05318167294944942
O,-0.07544547319412231,-0.02811330556869507,0.009567233143513931,-0.12580037117004395,-0.07031869888305664,0.009619391864305271,-0.15838515758514404,-0.10949638485908508,-0.001196579084592031,-0.16811376810073853,-0.1594603955745697,-0.010040669360989796,-0.10125434398651123,-0.1678229570388794,0.048295469364290966,-0.13045144081115723,-0.23145249485969543,0.029860183006292118,-0.15575605630874634,-0.20734897255897522,0.01139256485379292,-0.16119271516799927,-0.1709369421005249,0.0015465270179788604,-0.08360022306442261,-0.18305426836013794,0.029163341378932728,-0.11745679378509521,-0.2621641159057617,0.0084884170127566,-0.1492670178413391,-0.22506296634674072,-0.008752354079717861,-0.1551157832145691,-0.17773300409317017,-0.015350456939870583,-0.06437379121780396,-0.19044816493988037,0.004767153287446035,-0.09879565238952637,-0.2727063000202179,-0.012843477198714481,-0.13726383447647095,-0.2324756681919098,-0.02285334154390739,-0.14654290676116943,-0.18085873126983643,-0.02457479819082664,-0.047063469886779785,-0.18857741355895996,-0.020319639364117847,-0.08673781156539917,-0.24613133072853088,-0.030051747927302586,-0.12352156639099121,-0.22431886196136475,-0.03307886666976856,-0.13847702741622925,-0.18628919124603271,-0.032561528155440556
O,-0.07403451204299927,-0.025683164596557617,0.010761931843148886,-0.12259596586227417,-0.07494574785232544,0.00922295202224177,-0.15678834915161133,-0.11067968606948853,-0.0021887737540282615,-0.17792671918869019,-0.1526794135570526,-0.011919403144133867,-0.07303088903427124,-0.18525448441505432,0.0376511535858981,-0.11617660522460938,-0.23489341139793396,0.018123478001939475,-0.1524273157119751,-0.20923343300819397,-0.0005980764846071907,-0.16571182012557983,-0.17249920964241028,-0.01123685638697225,-0.055148422718048096,-0.19559499621391296,0.017046938023554503,-0.1137927770614624,-0.2536671459674835,-0.0026512634223081477,-0.1568981409072876,-0.21539470553398132,-0.018882916935694993,-0.16839700937271118,-0.17094117403030396,-0.02681935920656997,-0.04424571990966797,-0.19253531098365784,-0.007928332940650762,-0.10384029150009155,-0.2576180100440979,-0.02801988429666835,-0.15121346712112427,-0.21899345517158508,-0.03648975274802524,-0.1666243076324463,-0.17363199591636658,-0.038084355809701265,-0.045503437519073486,-0.1750926375389099,-0.03293641812445003,-0.10037016868591309,-0.22696563601493835,-0.048509815403235734,-0.14050590991973877,-0.21012181043624878,-0.052375835993302644,-0.1590443253517151,-0.17837393283843994,-0.05216948098779994
O,-0.06745415925979614,-0.03502774238586426,0.008097519323285951,-0.1149975061416626,-0.08283376693725586,0.00708082613354577,-0.14707732200622559,-0.12050947546958923,-0.003727356746736632,-0.1594427227973938,-0.166965514421463,-0.012553999975267516,-0.08089941740036011,-0.176223486661911,0.04370189194386853,-0.10638672113418579,-0.23201602697372437,0.02537182641034974,-0.13456779718399048,-0.20999589562416077,0.0069629858881796736,-0.14701318740844727,-0.1781119406223297,-0.003445057041886912,-0.06200528144836426,-0.18636366724967957,0.025200967833455934,-0.09531646966934204,-0.25508207082748413,0.005088473361041679,-0.13198882341384888,-0.2254440188407898,-0.012443371891919242,-0.14640116691589355,-0.18614616990089417,-0.02024129483098136,-0.04370439052581787,-0.18757206201553345,0.0016136655286516088,-0.07859104871749878,-0.2584325671195984,-0.016672667890730963,-0.12183356285095215,-0.2288898229598999,-0.0271845560818349,-0.14075887203216553,-0.18774324655532837,-0.029633871123138533,-0.030580878257751465,-0.17898035049438477,-0.022499243572298155,-0.07224661111831665,-0.23000067472457886,-0.033734048560205565,-0.11167466640472412,-0.218618243932724,-0.03800870741898166,-0.13376837968826294,-0.1927676796913147,-0.038510824397150145
O,-0.06715279817581177,-0.03239321708679199,0.006502631704876194,-0.11528956890106201,-0.08341175317764282,0.005001672662416468,-0.1477360725402832,-0.12230437994003296,-0.005400800027331343,-0.16298162937164307,-0.16785115003585815,-0.01368752156608366,-0.07935237884521484,-0.18379271030426025,0.03696450835801102,-0.10929304361343384,-0.23570984601974487,0.01829692407287098,-0.13800376653671265,-0.2100890874862671,-0.00018783288882673332,-0.1508713960647583,-0.17579567432403564,-0.010888232265045872,-0.061279892921447754,-0.19356080889701843,0.019818815055856476,-0.10145735740661621,-0.2549545168876648,0.0012406312186215018,-0.1373385190963745,-0.22282299399375916,-0.014507029552390804,-0.15119397640228271,-0.1842975616455078,-0.02197968901359104,-0.04539114236831665,-0.19188573956489563,-0.0020194166548606063,-0.08873450756072998,-0.2526113986968994,-0.019530215647449722,-0.129288911819458,-0.21838656067848206,-0.027897403922310104,-0.14623719453811646,-0.17679283022880554,-0.029811024081340065,-0.036115944385528564,-0.17804986238479614,-0.02454215229712986,-0.07915771007537842,-0.22229310870170593,-0.03633012750410103,-0.11745893955230713,-0.20657771825790405,-0.03970714041255974,-0.1391577124595642,-0.17739197611808777,-0.03974753373526596
O,-0.07090544700622559,-0.03450077772140503,0.007577444758624097,-0.11417794227600098,-0.07859951257705688,0.00274802358484294,-0.14506906270980835,-0.10954594612121582,-0.009793985303133468,-0.1631929874420166,-0.1448453664779663,-0.020400019961982707,-0.06723189353942871,-0.18376022577285767,0.02181633501908209,-0.11359000205993652,-0.2241329550743103,0.002879818767667075,-0.14173412322998047,-0.19169992208480835,-0.014269622642189006,-0.14672964811325073,-0.15593308210372925,-0.024371771741300563,-0.05266714096069336,-0.18728619813919067,0.004614263639211913,-0.11143124103546143,-0.2344176173210144,-0.011823726486056785,-0.1441134214401245,-0.19491040706634521,-0.023138611245542506,-0.14674198627471924,-0.15751391649246216,-0.029376982379346828,-0.043798208236694336,-0.17679935693740845,-0.01585519187489126,-0.10122013092041016,-0.22622859477996826,-0.030995220545321445,-0.1373661756515503,-0.18748867511749268,-0.03422663420775507,-0.14364778995513916,-0.1492975950241089,-0.03448315397241686,-0.0441858172416687,-0.15220504999160767,-0.036701813939600925,-0.09163135290145874,-0.19422566890716553,-0.04758631125429247,-0.1256859302520752,-0.17535102367401123,-0.04802959472277735,-0.13945859670639038,-0.1461901068687439,-0.04669012561777208
O,-0.08285385370254517,-0.03639274835586548,0.004391138027187935,-0.13321322202682495,-0.08281761407852173,-0.0049725467760595166,-0.17121553421020508,-0.11736708879470825,-0.0220471727151903,-0.19192522764205933,-0.15685588121414185,-0.03684131935727919,-0.06824743747711182,-0.21610704064369202,0.01720731943356668,-0.13209211826324463,-0.259396493434906,-0.00784183335048283,-0.16948556900024414,-0.22286367416381836,-0.030469353725436576,-0.180103600025177,-0.17854031920433044,-0.04393982649338568,-0.05342984199523926,-0.21845883131027222,-0.0008120610800119721,-0.13353437185287476,-0.26816797256469727,-0.022845163424733528,-0.173736572265625,-0.22090959548950195,-0.03864195332420195,-0.1805790662765503,-0.17459815740585327,-0.0481204403985771,-0.04767405986785889,-0.20498991012573242,-0.022608097126010307,-0.12374937534332275,-0.26952409744262695,-0.042775546615246185,-0.16865062713623047,-0.22574645280838013,-0.04825280741346205,-0.18037807941436768,-0.1778796911239624,-0.04956366256368483,-0.055286705493927,-0.17364007234573364,-0.04495241255057181,-0.11779069900512695,-0.227666437625885,-0.06149669498694266,-0.15888690948486328,-0.21109536290168762,-0.06464117527497137,-0.1778937578201294,-0.17885571718215942,-0.0643882653166088
O,-0.08605813980102539,-0.020708829164505005,0.009206010676848564,-0.1509723663330078,-0.06932693719863892,0.011618777826356563,-0.194308340549469,-0.11316952109336853,0.002142083780768189,-0.20743942260742188,-0.17263081669807434,-0.005128501731974211,-0.11750674247741699,-0.18752259016036987,0.06265006092928616,-0.15137916803359985,-0.2423374354839325,0.045039265133368644,-0.18468749523162842,-0.22008845210075378,0.023242304749715004,-0.20102274417877197,-0.18446025252342224,0.01020716754339901,-0.09758442640304565,-0.20760580897331238,0.04118571308993069,-0.1382671594619751,-0.2844657152891159,0.01932053519033161,-0.1811714768409729,-0.2523950934410095,-0.003592709828240004,-0.19802623987197876,-0.19981524348258972,-0.013915267124843922,-0.07489919662475586,-0.21668237447738647,0.01331297279887167,-0.11892569065093994,-0.29784372448921204,-0.008785302102637615,-0.16902679204940796,-0.25877542793750763,-0.023671743743193474,-0.18902570009231567,-0.20358723402023315,-0.027243488751423683,-0.054764389991760254,-0.21294593811035156,-0.015328462518823471,-0.10570269823074341,-0.2742464691400528,-0.030396391920817223,-0.1545385718345642,-0.2528497576713562,-0.036521145425808754,-0.18048542737960815,-0.21110796928405762,-0.03714991109825405
O,-0.08640241622924805,-0.04924875497817993,0.01344823516683391,-0.14009231328964233,-0.1060628890991211,0.010057346483336005,-0.17618471384048462,-0.14890196919441223,-0.005992705880089488,-0.1946122646331787,-0.205922931432724,-0.020453691894545045,-0.07929158210754395,-0.23068803548812866,0.04887929517553857,-0.12348729372024536,-0.2884938418865204,0.024875295867786917,-0.1608070731163025,-0.25743037462234497,-3.624137480073841e-05,-0.17725718021392822,-0.21678268909454346,-0.015130139368011442,-0.05546993017196655,-0.24036556482315063,0.022459059541688475,-0.11480492353439331,-0.3100845366716385,-0.003098319463788357,-0.1622687578201294,-0.2683400511741638,-0.027360212469830003,-0.17965567111968994,-0.21966716647148132,-0.040552642608417955,-0.039066195487976074,-0.23607701063156128,-0.009204011822475877,-0.09902739524841309,-0.31306642293930054,-0.03429948579741904,-0.153708815574646,-0.2716131806373596,-0.04753567692114302,-0.1761532425880432,-0.21987861394882202,-0.05168522563053557,-0.034829020500183105,-0.21596136689186096,-0.040882185513510194,-0.09212785959243774,-0.2803255617618561,-0.05852034356666991,-0.14029467105865479,-0.26503950357437134,-0.06325959455443808,-0.16721069812774658,-0.23106417059898376,-0.0635693226404328
